title,productor
"Pitch Perfect","Brownstone Productions"
"Summer Catch","Tollin/Robbins Productions"
"Summer Catch","Warner Bros."
"A Simple Plan","Paramount Pictures"
"They","Dimension Films"
"They","Focus Features"
"They","Good Machine"
"They","Radar Pictures"
"The Adventures of Elmo in Grouchland","Columbia Pictures"
"The Adventures of Elmo in Grouchland","Children's Television Workshop"
"The Adventures of Elmo in Grouchland","Jim Henson Pictures"
"Brooklyn's Finest","Nu Image Films"
"Brooklyn's Finest","Langley Productions"
"Brooklyn's Finest","Thunder Road Productions"
"Brooklyn's Finest","Fuqua Films"
"Brooklyn's Finest","Millennium Films"
"55 Days at Peking","Allied Artists Pictures"
"55 Days at Peking","Samuel Bronston Productions"
"Evil Dead","TriStar Pictures"
"Evil Dead","Ghost House Pictures"
"Evil Dead","FilmDistrict"
"My Life in Ruins","Fox Searchlight Pictures"
"My Life in Ruins","26 Films"
"American Dreamz","Universal Pictures"
"American Dreamz","Depth of Field"
"How She Move","MTV Films"
"How She Move","Téléfilm Canada"
"How She Move","Celluloid Dreams"
"How She Move","Astral Media"
"How She Move","Canadian Film or Video Production Tax Credit (CPTC)"
"How She Move","Corus Entertainment"
"How She Move","Movie Central Network"
"How She Move","Chum Television"
"How She Move","Ontario Media Development Corporation (OMDC)"
"How She Move","Movie Network, The (TMN)"
"How She Move","Shaw Rocket Fund"
"How She Move","Canadian Television Fund"
"How She Move","Harold Greenberg Fund"
"How She Move","Sienna Films"
"How She Move","Ontario Film and Television Tax Credit (OFTTC)"
"How She Move","Canada Television and Cable Production Fund License Program (CTCPF)"
"Running Scared","International Production Company"
"Running Scared","True Grit Productions"
"Running Scared","Zero Gravity Management"
"Running Scared","Pierce/Williams Entertainment"
"Shanghai Surprise","HandMade Films"
"Shanghai Surprise","Vista Organisation, The"
"The Illusionist","Michael London Productions"
"The Illusionist","Stillking Films"
"The Illusionist","Bob Yari Productions"
"The Illusionist","Bull's Eye Entertainment"
"The Illusionist","Contagious Entertainment"
"The Illusionist","Revolution Sun Studios"
"Roar","American Filmworks"
"Veronica Guerin","Jerry Bruckheimer Films"
"Veronica Guerin","Touchstone Pictures"
"Southland Tales","Universal Pictures"
"Southland Tales","Destination Films"
"Southland Tales","Persistent Entertainment"
"Southland Tales","Wild Bunch"
"Southland Tales","Cherry Road Films LLC"
"Southland Tales","MHF Zweite Academy Film"
"Southland Tales","Darko Entertainment"
"Southland Tales","Academy Films"
"Southland Tales","Eden Roc Productions"
"Chasseurs de dragons","Futurikon"
"Damnation Alley","Twentieth Century Fox Film Corporation"
"The Apparition","StudioCanal"
"The Apparition","Dark Castle Entertainment"
"The Apparition","Warner Bros."
"The Apparition","Studio Babelsberg Motion Pictures"
"My Girl","Columbia Pictures"
"My Girl","Imagine Entertainment"
"Wall Street","Twentieth Century Fox Film Corporation"
"Sense and Sensibility","Columbia Pictures Corporation"
"Sense and Sensibility","Mirage Enterprises"
"Becoming Jane","Ecosse Films"
"Becoming Jane","2 Entertain"
"Becoming Jane","Bueprint Pictures"
"Sydney White","Morgan Creek Productions"
"Sydney White","Clifford Werber Productions"
"Sydney White","SW7D Productions"
"House of Sand and Fog","DreamWorks SKG"
"House of Sand and Fog","Cobalt Media Group"
"House of Sand and Fog","Bisgrove Entertainment"
"Dead Poets Society","Touchstone Pictures"
"Dead Poets Society","Silver Screen Partners IV"
"Dumb and Dumber","New Line Cinema"
"Dumb and Dumber","Motion Picture Corporation of America (MPCA)"
"When Harry Met Sally...","Castle Rock Entertainment"
"When Harry Met Sally...","Nelson Entertainment"
"The Verdict","Twentieth Century Fox Film Corporation"
"Road Trip","DreamWorks SKG"
"Road Trip","The Montecito Picture Company"
"Varsity Blues","Paramount Pictures"
"Varsity Blues","MTV Films"
"The Artist","France 3 Cinéma"
"The Artist","La Petite Reine"
"The Artist","Studio 37"
"The Artist","uFilm"
"The Artist","Jouror Productions"
"The Artist","La Classe Américaine"
"The Artist","JD Prod"
"The Unborn","Rogue Pictures"
"The Unborn","Phantom Four"
"The Unborn","Platinum Dunes"
"The Unborn","Relativity Media"
"Moonrise Kingdom","Scott Rudin Productions"
"Moonrise Kingdom","Indian Paintbrush"
"Moonrise Kingdom","Focus Features"
"Moonrise Kingdom","American Empirical Pictures"
"Moonrise Kingdom","Moonrise"
"The Young Messiah","Focus Features"
"The Master of Disguise","Columbia Pictures"
"The Master of Disguise","Revolution Studios"
"The Master of Disguise","Happy Madison Productions"
"El laberinto del fauno","Estudios Picasso"
"El laberinto del fauno","Esperanto Filmoj"
"El laberinto del fauno","Tequila Gang"
"See Spot Run","Village Roadshow Pictures"
"See Spot Run","NPV Entertainment"
"See Spot Run","Robert Simonds Productions"
"See Spot Run","Warner Bros."
"See Spot Run","Spot Pictures"
"Baby Boy","Columbia Pictures"
"Baby Boy","New Deal Productions"
"The Roommate","Vertigo Entertainment"
"The Roommate","Screen Gems"
"Joe Dirt","Columbia Pictures"
"Joe Dirt","Happy Madison Productions"
"Double Impact","Stone Group Pictures"
"Hot Fuzz","Universal Pictures"
"Hot Fuzz","Big Talk Productions"
"Hot Fuzz","StudioCanal"
"Hot Fuzz","GAGA"
"Hot Fuzz","Working Title Films"
"The Women","New Line Cinema"
"Vicky Cristina Barcelona","The Weinstein Company"
"Vicky Cristina Barcelona","Gravier Productions"
"Vicky Cristina Barcelona","Antena 3 Films"
"Vicky Cristina Barcelona","Televisió de Catalunya (TV3)"
"Vicky Cristina Barcelona","Antena 3 Televisión"
"Vicky Cristina Barcelona","Mediapro"
"Boys and Girls","Punch 21 Productions"
"White Oleander","Pandora Filmproduktion"
"White Oleander","John Wells Productions"
"White Oleander","Gaylord Films"
"White Oleander","Warner Bros."
"White Oleander","Oleandor Productions"
"Jennifer's Body","Dune Entertainment"
"Jennifer's Body","Fox Atomic"
"Drowning Mona","Code Entertainment"
"Drowning Mona","Neverland Films"
"Radio Days","Orion Pictures"
"Remember Me","Summit Entertainment"
"How to Deal","Golden Mean"
"How to Deal","Focus Features"
"How to Deal","Radar Pictures"
"My Stepmother is an Alien","Weintraub Entertainment Group"
"My Stepmother is an Alien","The Catalina Production Group"
"Philadelphia","TriStar Pictures"
"Philadelphia","Clinica Estetico"
"The Thirteenth Floor","Columbia Pictures"
"The Thirteenth Floor","Centropolis Film Productions"
"The Cookout","Cookout Productions"
"Meteor","Palladium Productions"
"Meteor","American International Pictures (AIP)"
"Meteor","Meteor Joint Venture"
"Duets","Hollywood Pictures"
"Duets","Beacon Pictures"
"Duets","Seven Arts Pictures"
"Hollywood Ending","DreamWorks SKG"
"Detroit Rock City","New Line Cinema"
"Detroit Rock City","Base 12 Productions"
"Detroit Rock City","Corrupter Production Service Ltd."
"Detroit Rock City","Takoma Entertainment"
"Detroit Rock City","KISS Nation"
"Highlander","Davis-Panzer Productions"
"Highlander","Thorn EMI Screen Entertainment"
"Things We Lost in the Fire","DreamWorks SKG"
"Things We Lost in the Fire","Neal Street Productions"
"Things We Lost in the Fire","DreamWorks Pictures"
"Things We Lost in the Fire","Province of British Columbia Production Services Tax Credit"
"Steel","Quincy Jones-David Salzman Entertainment"
"Steel","Warner Bros."
"Steel","DC Entertainment"
"The Immigrant","Kingsgate Films"
"The Immigrant","Worldview Entertainment"
"The White Countess","Sony Pictures Classics"
"The White Countess","Shanghai Film Group"
"The White Countess","Merchant Ivory Productions"
"Trance","Cloud Eight Films"
"Trance","Pathé"
"Trance","Decibel Films"
"Trance","Film4"
"Soul Plane","Metro-Goldwyn-Mayer (MGM)"
"Bienvenue chez les ch'tis","Centre National de la Cinématographie"
"Bienvenue chez les ch'tis","TF1 Films Productions"
"Bienvenue chez les ch'tis","Pathé Renn Productions"
"Bienvenue chez les ch'tis","Hirsch"
"Bienvenue chez les ch'tis","Canal+"
"Bienvenue chez les ch'tis","CinéCinéma"
"Bienvenue chez les ch'tis","Région Nord-Pas-de-Calais"
"Bienvenue chez les ch'tis","Les Productions du Chicon"
"Bienvenue chez les ch'tis","Centre Régional des Ressources Audiovisuelles (CRRAV)"
"Enter the Void","BIM Distribuzione"
"Enter the Void","Wild Bunch"
"Vamps","Lucky Monkey Pictures"
"Vamps","Red Hour Films"
"Zulu","Eskwad"
"Zulu","M6 Films"
"Zulu","Canal+"
"Zulu","Pathé"
"Zulu","Ciné+"
"Zulu","Lobster Tree"
"Zulu","W9"
"The Homesman","The Javelina Film Company"
"The Homesman","EuropaCorp"
"The Homesman","Ithaca Pictures"
"Juwanna Mann","Warner Bros."
"Juwanna Mann","Morgan Creek Productions"
"Ararat","Alliance Atlantis Communications"
"Ararat","Serendipity Point Films"
"Ararat","Ego Film Arts"
"Slow Burn","Sidney Kimmel Entertainment"
"Slow Burn","Greenestreet Films"
"Slow Burn","Longfellow Pictures"
"Slow Burn","Bonnie Timmermann Productions"
"Wasabi","Canal Plus"
"Wasabi","TF1 Films Productions"
"Wasabi","Tobis"
"Wasabi","Destiny"
"Wasabi","EuropaCorp"
"Slither","Universal Pictures"
"Beverly Hills Cop","Paramount Pictures"
"Beverly Hills Cop","Eddie Murphy Productions"
"Home Alone","Twentieth Century Fox Film Corporation"
"Home Alone","Hughes Entertainment"
"Three Men and a Baby","Touchstone Pictures"
"Three Men and a Baby","Interscope Communications"
"Tootsie","Columbia Pictures Corporation"
"Tootsie","Mirage Enterprises"
"Tootsie","Punch Productions"
"Tootsie","Delphi Films"
"Tootsie","The Criterion Collection"
"Top Gun","Paramount Pictures"
"American Beauty","DreamWorks SKG"
"American Beauty","Jinks/Cohen Company"
"The King's Speech","The Weinstein Company"
"The King's Speech","UK Film Council"
"The King's Speech","Bedlam Productions"
"The King's Speech","See-Saw Films"
"The King's Speech","Aegis Film Fund"
"The King's Speech","FilmNation Entertainment"
"The King's Speech","Momentum Pictures"
"The King's Speech","Molinare Investment"
"Twins","Universal Pictures"
"The Yellow Handkerchief","area japan"
"The Color Purple","Amblin Entertainment"
"The Color Purple","The Guber-Peters Company"
"The Color Purple","Warner Bros."
"The Imitation Game","Black Bear Pictures"
"The Imitation Game","Bristol Automotive"
"Private Benjamin","Warner Bros."
"Coal Miner's Daughter","Universal Pictures"
"Diary of a Wimpy Kid","Dune Entertainment"
"Diary of a Wimpy Kid","Color Force"
"Diary of a Wimpy Kid","Dayday Films"
"Mama","Universal Pictures"
"Mama","Toma 78"
"Mama","De Milo"
"National Lampoon's Vacation","Warner Bros."
"The Queen","BIM Distribuzione"
"The Queen","Granada Film Productions"
"The Queen","Scott Rudin Productions"
"The Queen","Pathé Renn Productions"
"The Queen","Pathé Pictures International"
"The Queen","Canal+"
"The Queen","Future Films"
"The Queen","France 3 Cinema"
"Beetlejuice","Geffen Company, The"
"Beetlejuice","Warner Bros."
"Why Did I Get Married?","Lions Gate Films"
"Little Women","Columbia Pictures"
"The Woman in Black","Hammer Film Productions"
"The Woman in Black","UK Film Council"
"The Woman in Black","Alliance Films"
"The Woman in Black","Film i Väst"
"The Woman in Black","Talisman Productions"
"The Woman in Black","Cross Creek Pictures"
"The Woman in Black","Exclusive Media Group"
"The Woman in Black","Filmgate Films"
"When a Stranger Calls","Davis Entertainment"
"When a Stranger Calls","Screen Gems"
"Big Fat Liar","Universal Pictures"
"The Deer Hunter","Universal Pictures"
"The Deer Hunter","EMI Films Ltd."
"Wag the Dog","New Line Cinema"
"Wag the Dog","Tribeca Productions"
"Wag the Dog","Baltimore Pictures"
"The Lizzie McGuire Movie","Walt Disney Pictures"
"The Lizzie McGuire Movie","Teen Life Productions"
"Snitch","Front Street Productions"
"Snitch","Participant Media"
"Snitch","Imagenation Abu Dhabi FZ"
"Snitch","Exclusive Media Group"
"Snitch","Spitfire Pictures"
"Krampus","Universal Pictures"
"Krampus","Legendary Pictures"
"The Faculty","Dimension Films"
"The Faculty","Los Hooligans Productions"
"What's Love Got to Do with It","Touchstone Pictures"
"Cop Land","Miramax Films"
"Cop Land","Across the River Productions"
"Cop Land","Woods Entertainment"
"Not Another Teen Movie","Original Film"
"Not Another Teen Movie","Columbia Pictures Corporation"
"Not Another Teen Movie","Neal H. Moritz Productions"
"End of Watch","Emmett/Furla Films"
"End of Watch","Exclusive Media Group"
"End of Watch","Hedge Fund Film Partners"
"End of Watch","Crave Films"
"End of Watch","Knightsbridge Entertainment"
"End of Watch","Le Grisbi Productions"
"End of Watch","5150 Action"
"The Skulls","Universal Pictures"
"The Skulls","Original Film"
"The Skulls","Newmarket Capital Group"
"The Skulls","Cranium Films"
"The Theory of Everything","Working Title Films"
"Malibu's Most Wanted","Karz Entertainment"
"Malibu's Most Wanted","Big Ticket Productions"
"Malibu's Most Wanted","Warner Bros."
"Where the Heart Is","Twentieth Century Fox Film Corporation"
"Where the Heart Is","Wind Dancer Films"
"Lawrence of Arabia","Horizon Pictures (II)"
"Halloween II","Dimension Films"
"Halloween II","Spectacle Entertainment Group"
"Halloween II","Trancas International Films"
"Wild","Fox Searchlight Pictures"
"Wild","Pacific Standard"
"Wild","bob industries"
"The Last House on the Left","Rogue Pictures"
"The Last House on the Left","Film Afrika"
"The Last House on the Left","Sean S. Cunningham Films"
"The Wedding Date","26 Films"
"The Wedding Date","Gold Circle Films"
"The Wedding Date","Visionview Production"
"The Princess Bride","Act III Communications"
"The Princess Bride","The Princess Bride Ltd."
"The Princess Bride","Buttercup Films Ltd."
"The Great Debaters","The Weinstein Company"
"The Great Debaters","Harpo Films"
"The Great Debaters","Marshall Production"
"Drive","Bold Films"
"Drive","Marc Platt Productions"
"Drive","Odd Lot Entertainment"
"Drive","FilmDistrict"
"Drive","Motel Movies"
"Drive","Newbridge Film Capital"
"Confessions of a Teenage Drama Queen","Walt Disney Pictures"
"The Object of My Affection","Twentieth Century Fox Film Corporation"
"28 Weeks Later","DNA Films"
"28 Weeks Later","Figment Films"
"28 Weeks Later","Sociedad General de Cine S.A."
"28 Weeks Later","UK Film Council"
"28 Weeks Later","Fox Atomic"
"28 Weeks Later","Koan Films"
"When the Game Stands Tall","Mandalay Pictures"
"When the Game Stands Tall","Affirm Films"
"Because of Winn-Dixie","Twentieth Century Fox Film Corporation"
"Love & Basketball","40 Acres & A Mule Filmworks"
"Grosse Pointe Blank","Caravan Pictures"
"Grosse Pointe Blank","Hollywood Pictures"
"Grosse Pointe Blank","Roger Birnbaum Productions"
"All About Steve","Dune Entertainment"
"All About Steve","Fox 2000 Pictures"
"All About Steve","Fortis Films"
"All About Steve","Dune Entertainment III"
"All About Steve","Radar Pictures"
"The Craft","Columbia Pictures"
"Match Point","DreamWorks"
"Ramona and Beezus","Dune Entertainment"
"Ramona and Beezus","DiNovi Pictures"
"The Remains of the Day","Columbia Pictures"
"The Remains of the Day","Merchant Ivory Productions"
"Boogie Nights","New Line Cinema"
"Boogie Nights","Ghoulardi Film Company"
"Boogie Nights","Lawrence Gordon Productions"
"Nowhere to Run","Columbia Pictures"
"Flicka","Twentieth Century Fox Film Corporation"
"Flicka","Fox 2000 Pictures"
"Flicka","Zucker/Netter Productions"
"The Hills Have Eyes II","Dune Entertainment"
"The Hills Have Eyes II","Craven-Maddalena Films"
"The Hills Have Eyes II","Fox Atomic"
"Tuck Everlasting","Walt Disney Pictures"
"The Marine","Twentieth Century Fox Film Corporation"
"The Marine","Pacific Film and Television Commission"
"The Marine","WWE Studios"
"Keanu","New Line Cinema"
"Country Strong","Maguire Entertainment"
"Country Strong","Screen Gems"
"Country Strong","Sony Pictures Home Entertainment"
"Disturbing Behavior","Village Roadshow Pictures"
"Disturbing Behavior","Beacon Communications"
"Disturbing Behavior","Hoyts Film Partnership"
"Disturbing Behavior","Metro-Goldwyn-Mayer (MGM)"
"Disturbing Behavior","Behavioral Problem Productions Ltd."
"The Place Beyond the Pines","Sidney Kimmel Entertainment"
"The Place Beyond the Pines","Electric City Entertainment"
"The Place Beyond the Pines","Verisimilitude"
"The November Man","Irish Dreamtime"
"The November Man","Relativity Media"
"The November Man","SPD Films"
"Eye of the Beholder","Destination Films"
"The Hurt Locker","Summit Entertainment"
"The Hurt Locker","Kingsgate Films"
"The Hurt Locker","Grosvenor Park Media Ltd."
"The Hurt Locker","Voltage Pictures"
"The Hurt Locker","Film Capital Europe Funds (FCEF )"
"The Hurt Locker","First Light Production"
"Firestarter","Universal Pictures"
"Firestarter","Dino De Laurentiis Company"
"Killing Them Softly","Plan B Entertainment"
"Killing Them Softly","1984 Private Defense Contractors"
"Killing Them Softly","Annapurna Pictures"
"Killing Them Softly","Inferno Entertainment"
"Killing Them Softly","Chockstone Pictures"
"A Most Wanted Man","Senator Film Produktion"
"A Most Wanted Man","Lionsgate"
"A Most Wanted Man","FilmNation Entertainment"
"A Most Wanted Man","Film4"
"A Most Wanted Man","Demarest Films"
